src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,pkts_sent,pkts_received,duration_sec,avg_pkt_size,pkt_rate,syn_count,ack_count,fin_count,rst_count,psh_count,syn_ack_ratio,syn_fin_ratio,min_pkt_size,max_pkt_size,total_packets,total_bytes,traffic_type,packet_type,filter_stage,timestamp
10.207.139.174,10.207.139.196,53,51605,UDP,311,0,1,0,0.000001,311.00,1000000.00,0,0,0,0,0,0.000,0.000,311,311,1,311,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359264
127.0.0.53,127.0.0.1,53,43208,UDP,182,0,1,0,0.000001,182.00,1000000.00,0,0,0,0,0,0.000,0.000,182,182,1,182,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359290
127.0.0.53,127.0.0.1,53,56116,UDP,182,0,1,0,0.000001,182.00,1000000.00,0,0,0,0,0,0.000,0.000,182,182,1,182,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359301
127.0.0.53,127.0.0.1,53,46073,UDP,632,0,2,0,0.020902,316.00,95.68,0,0,0,0,0,0.000,0.000,310,322,2,632,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359314
127.0.0.53,127.0.0.1,53,35338,UDP,632,0,2,0,0.021237,316.00,94.18,0,0,0,0,0,0.000,0.000,310,322,2,632,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359327
127.0.0.1,127.0.0.1,35004,5000,TCP,66,66,1,1,0.000013,66.00,153846.15,0,2,0,0,0,0.000,0.000,66,66,2,132,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359340
127.0.0.1,127.0.0.1,34994,5000,TCP,66,66,1,1,0.000005,66.00,400000.00,0,2,0,0,0,0.000,0.000,66,66,2,132,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359353
127.0.0.1,127.0.0.1,40270,5000,TCP,140,268,2,4,0.000343,68.00,17492.71,0,6,2,0,2,0.000,0.000,66,74,6,408,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359367
10.207.139.174,10.207.139.196,53,50203,UDP,154,0,1,0,0.000001,154.00,1000000.00,0,0,0,0,0,0.000,0.000,154,154,1,154,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359381
10.207.139.174,10.207.139.196,53,45403,UDP,105,0,1,0,0.000001,105.00,1000000.00,0,0,0,0,0,0.000,0.000,105,105,1,105,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359394
10.207.139.174,10.207.139.196,53,58701,UDP,340,0,1,0,0.000001,340.00,1000000.00,0,0,0,0,0,0.000,0.000,340,340,1,340,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359406
127.0.0.53,127.0.0.1,53,34741,UDP,299,0,1,0,0.000001,299.00,1000000.00,0,0,0,0,0,0.000,0.000,299,299,1,299,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359418
127.0.0.53,127.0.0.1,53,50686,UDP,250,0,1,0,0.000001,250.00,1000000.00,0,0,0,0,0,0.000,0.000,250,250,1,250,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359430
127.0.0.53,127.0.0.1,53,22122,UDP,462,0,1,0,0.000001,462.00,1000000.00,0,0,0,0,0,0.000,0.000,462,462,1,462,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359447
10.207.139.174,10.207.139.196,53,54947,UDP,435,0,1,0,0.000001,435.00,1000000.00,0,0,0,0,0,0.000,0.000,435,435,1,435,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359464
127.0.0.53,127.0.0.1,53,47587,UDP,446,0,1,0,0.000001,446.00,1000000.00,0,0,0,0,0,0.000,0.000,446,446,1,446,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359477
127.0.0.53,127.0.0.1,53,56940,UDP,474,0,1,0,0.000001,474.00,1000000.00,0,0,0,0,0,0.000,0.000,474,474,1,474,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359489
140.82.114.22,10.207.139.196,443,45976,TCP,74,0,1,0,0.000001,74.00,1000000.00,1,1,0,0,0,1.000,999.000,74,74,1,74,EXTERNAL,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359503
127.0.0.53,127.0.0.1,53,39364,UDP,446,0,1,0,0.000001,446.00,1000000.00,0,0,0,0,0,0.000,0.000,446,446,1,446,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359515
127.0.0.53,127.0.0.1,53,33852,UDP,474,0,1,0,0.000001,474.00,1000000.00,0,0,0,0,0,0.000,0.000,474,474,1,474,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359528
140.82.114.22,10.207.139.196,443,37208,TCP,74,0,1,0,0.000001,74.00,1000000.00,1,1,0,0,0,1.000,999.000,74,74,1,74,EXTERNAL,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359541
10.207.139.174,10.207.139.196,53,50642,UDP,260,0,1,0,0.000001,260.00,1000000.00,0,0,0,0,0,0.000,0.000,260,260,1,260,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359558
10.207.139.174,10.207.139.196,53,51148,UDP,227,0,1,0,0.000001,227.00,1000000.00,0,0,0,0,0,0.000,0.000,227,227,1,227,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359571
10.207.139.174,10.207.139.196,53,46948,UDP,215,0,1,0,0.000001,215.00,1000000.00,0,0,0,0,0,0.000,0.000,215,215,1,215,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359584
10.207.139.174,10.207.139.196,53,55071,UDP,176,0,1,0,0.000001,176.00,1000000.00,0,0,0,0,0,0.000,0.000,176,176,1,176,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359596
127.0.0.53,127.0.0.1,53,51252,UDP,215,0,1,0,0.000001,215.00,1000000.00,0,0,0,0,0,0.000,0.000,215,215,1,215,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359608
127.0.0.53,127.0.0.1,53,34608,UDP,227,0,1,0,0.000001,227.00,1000000.00,0,0,0,0,0,0.000,0.000,227,227,1,227,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T08:09:02.359620
