src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,pkts_sent,pkts_received,duration_sec,avg_pkt_size,pkt_rate,syn_count,ack_count,fin_count,rst_count,psh_count,syn_ack_ratio,syn_fin_ratio,min_pkt_size,max_pkt_size,total_packets,total_bytes,traffic_type,packet_type,filter_stage,timestamp
127.0.0.1,127.0.0.1,5000,51652,TCP,274,150,4,2,25.006116,70.67,0.24,0,6,0,0,4,0.000,0.000,66,75,6,424,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:35:13.820721
127.0.0.1,127.0.0.1,5000,45474,TCP,274,150,4,2,25.005063,70.67,0.24,0,6,0,0,4,0.000,0.000,66,75,6,424,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:35:13.820774
10.207.139.174,10.207.139.196,53,53708,UDP,248,0,1,0,0.000001,248.00,1000000.00,0,0,0,0,0,0.000,0.000,248,248,1,248,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:35:13.820797
10.207.139.174,10.207.139.196,53,32798,UDP,127,0,1,0,0.000001,127.00,1000000.00,0,0,0,0,0,0.000,0.000,127,127,1,127,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:35:13.820816
127.0.0.53,127.0.0.1,53,51703,UDP,259,0,1,0,0.000001,259.00,1000000.00,0,0,0,0,0,0.000,0.000,259,259,1,259,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:35:13.820831
127.0.0.53,127.0.0.1,53,57725,UDP,287,0,1,0,0.000001,287.00,1000000.00,0,0,0,0,0,0.000,0.000,287,287,1,287,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:35:13.820846
20.189.172.76,10.207.139.196,443,38230,TCP,74,0,1,0,0.000001,74.00,1000000.00,1,1,0,0,0,1.000,999.000,74,74,1,74,EXTERNAL,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:35:13.820866
140.82.113.21,10.207.139.196,443,56584,TCP,74,0,1,0,0.000001,74.00,1000000.00,1,1,0,0,0,1.000,999.000,74,74,1,74,EXTERNAL,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:35:13.820884
127.0.0.53,127.0.0.1,53,42076,UDP,223,0,1,0,0.000001,223.00,1000000.00,0,0,0,0,0,0.000,0.000,223,223,1,223,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:35:13.820918
127.0.0.53,127.0.0.1,53,59309,UDP,251,0,1,0,0.000001,251.00,1000000.00,0,0,0,0,0,0.000,0.000,251,251,1,251,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:35:13.820935
140.82.113.21,10.207.139.196,443,56600,TCP,74,0,1,0,0.000001,74.00,1000000.00,1,1,0,0,0,1.000,999.000,74,74,1,74,EXTERNAL,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:35:13.820953
127.0.0.53,127.0.0.1,53,36886,UDP,223,0,1,0,0.000001,223.00,1000000.00,0,0,0,0,0,0.000,0.000,223,223,1,223,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:35:13.820968
127.0.0.53,127.0.0.1,53,59450,UDP,251,0,1,0,0.000001,251.00,1000000.00,0,0,0,0,0,0.000,0.000,251,251,1,251,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:35:13.820984
127.0.0.1,127.0.0.1,45466,5000,TCP,66,66,1,1,0.000025,66.00,80000.00,0,2,0,0,0,0.000,0.000,66,66,2,132,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:35:13.821000
127.0.0.1,127.0.0.1,45478,5000,TCP,66,66,1,1,0.000017,66.00,117647.06,0,2,0,0,0,0.000,0.000,66,66,2,132,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:35:13.821020
10.207.139.174,10.207.139.196,53,44183,UDP,435,0,1,0,0.000001,435.00,1000000.00,0,0,0,0,0,0.000,0.000,435,435,1,435,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:35:13.821039
10.207.139.174,10.207.139.196,53,53758,UDP,117,0,1,0,0.000001,117.00,1000000.00,0,0,0,0,0,0.000,0.000,117,117,1,117,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:35:13.821056
